PR;RED;CARRETERA;TRAMO;LONGITUD;pk i;pk f;"ANCHURA
AV;P;AV-922;DE MOMBELTRÁN (N-502) A  AV-913;11.87;0.0;11.87;5.6;AV-4360
AV;P;AV-927;DE AV-925 A CL-501 EN RAMACASTAÑAS;0.425;0.0;0.425;9.0;
AV;L;AV-104;DE PIEDRAHÍTA (AV-102) A SANTA MARÍA DEL BERROCAL;4.985;0.0;4.985;7.4;AV-4425
AV;L;AV-114;DE SAN PEDRO DEL ARROYO (N-501) A MUÑICO(AV-110);17.33;0.0;17.33;5.6;AV-4235
AV;L;AV-322;DE SANCHIDRIAN (AP-6I) - A L.P. SEGOVIA;2.406;0.0;2.406;5.2;SG-4245
SG;L;AV-501;TRAMO DE AV-501 EN LA PROVINCIA DE SEGOVIA;4.0;7.0;11.0;5.6;AV-4250
SG;L;AV-501;TRAMO DE AV-501 EN LA PROVINCIA DE SEGOVIA;0.5;13.8;14.3;5.6;AV-4250
AV;L;AV-501;DE LÍMITE DE PROVINCIA DE SEGOVIA A AV-500;1.98;14.3;16.28;5.6;AV-4250
AV;L;AV-503;DE  CL-505 A CRUCE CON EXPLOTACIÓN DE ÁRIDOS;3.923;0.0;3.923;7.9;AV-4490
AV;L;AV-504;DE CEBREROS A  N-403;6.15;0.0;6.15;4.9;AV-4265
AV;L;AV-504;DE N-403 A PRESA DE BURGUILLO;1.05;7.5;8.55;4.9;AV-4265
AV;L;AV-901;DE VILLANUEVA DE ÁVILA (AV-P-420) A MIJARES;24.015;7.685;31.7;5.6;AV-4530
AV;L;AV-901;DE MIJARES A LÍMITE DE C.A. DE CASTILLA LA MANCHA POR CASAVIEJA;12.08;31.7;43.78;5.6;AV-4325
AV;L;AV-910;DE CANDELEDA (CL-501) A LÍMITE DE C.A. DE CASTILLA LA MANCHA;7.3;0.0;7.3;7.9;AV-4345
BU;B;A-231;DE LÍMITE DE PROVINCIA DE PALENCIA A VILLANUEVA DE ARGAÑO;34.75;110.25;145.0;10.7;BU-1965
BU;B;A-231;DE VILLANUEVA DE ARGAÑO A BURGOS (N-120);12.0;145.0;157.0;10.7;BU-0830
BU;B;CL-127;DE PUEBLA DE ARGANZÓN  (N-I) A  BU-750 (VENTAS DE ARMENTÍA);13.05;0.0;13.05;8.0;BU-3690
BU;B;CL-127;DE VENTAS DE ARMENTÍA (BU-750)  A OBECURI, LÍMITE DE C.A. DEL PAÍS VASCO;20.13;13.05;33.18;8.0;BU-3555
BU;B;CL-619;DE LÍMITE DE PROVINCIA DE PALENCIA A TÓRTOLES DE ESGUEVA (BU-140);7.02;34.9;41.92;8.2;PA-3175
BU;B;CL-619;DE TÓRTOLES DE ESGUEVA (BU-140) A VILLOVELA DE ESGUEVA (BU-113);4.62;41.92;46.54;8.1;BU-3120
BU;B;CL-619;DE VILLOVELA DE ESGUEVA (BU-113) A LA HORRA (BU-130);11.56;46.54;58.1;8.2;BU-3885
BU;B;CL-620;DE L.C.A. DEL PAÍS VASCO (VIZCAYA) A L.C.A. DEL PAÍS VASCO (ÁLAVA);4.7;0.0;4.7;5.2;BU-3850
BU;B;CL-629;PK 10,800 A CL-633;14.7;10.8;25.5;9.2;BU-3150
BU;B;CL-629;DE PUERTO DE LA MAZORRA (BU-V-5143) A N-232 (VALDENOCEDA);9.85;42.5;52.35;9.2;BU-1155
BU;B;CL-629;DE INCINILLAS  (N-232)  A VILLARCAYO (CL-628);4.98;58.35;63.33;9.0;BU-3160
BU;B;CL-629;DE BU-554 A LÍMITE DE C.A. DEL PAÍS VASCO;10.45;99.95;110.4;10.0;BU-0175
BU;B;CL-630;DE N-623 A LÍMITE DE C.A. DE CANTABRIA;2.62;0.0;2.62;8.1;BU-3960
BU;B;CL-632;DE BRIVIESCA (N-I) A CORNUDILLA (N-232);20.1;0.0;20.1;9.0;BU-3340
BU;B;CL-633;DE MASA (N-623) A CL-629;10.2;6.6;16.8;5.0;BU-3335
BU;B;CL-633;DE  CL-629 A CORNUDILLA (N-232);20.23;16.8;37.03;4.6;BU-3330
BU;P;BU-130;DE  BU-113 A  LA HORRA (CL-619);13.08;8.42;21.5;8.2;BU-4805
BU;P;BU-130;DE LA HORRA (CL-619) A ROA DE DUERO (BU-122);7.26;21.5;28.76;8.2;BU-4250
BU;P;BU-130;DE ROA DE DUERO  (BU-122) A  BU-131;8.98;28.76;37.74;8.1;BU-4275
BU;P;BU-140;DE TÓRTOLES DE ESGUEVA (CL-619) A LÍMITE DE PROVINCIA DE PALENCIA;2.6;0.0;2.6;8.2;PA-4775
BU;P;BU-405;DE CASTROJERIZ (BU-400) A LÍMITE DE PROVINCIA DE PALENCIA;11.7;0.0;11.7;7.1;BU-4320
BU;P;BU-406;DE VILLANUEVA DE ARGAÑO (N-120) A ESTEPAR (N-620);12.1;0.0;12.1;5.7;BU-4720
BU;P;BU-530;DE BU-504 A BU-520;0.94;10.2;11.14;7.2;BU-4370
BU;P;BU-535;DE MIRANDA DE EBRO (N-I) A LÍMITE DE C.A. DEL PAÍS VASCO;3.05;0.0;3.05;6.8;BU-4090
BU;P;BU-556;DE LÍMITE DE C.A. DEL PAÍS VASCO A LÍMITE DE C.A. DEL PAÍS VASCO POR BERBERANA;7.8;0.0;7.8;8.0;BU-4015
BU;P;BU-564;DE CILLERUELO DE BEZANA (N-623) A SONCILLO (N-232);4.7;0.0;4.7;7.0;BU-4915
BU;P;BU-622;DE BU-30 (QUINTANADUEÑAS) A ARROYAL;3.5;0.8;4.3;6.8;BU-4900
BU;P;BU-627;DE VILLANUEVA DE ARGAÑO (N-120) A VILLADIEGO (BU-640);17.45;0.0;17.45;8.0;BU-1135
BU;P;BU-627;DE VILLADIEGO (BU-640)  A SOTRESGUDO (BU-610);15.8;17.45;33.25;8.2;BU-4140
BU;P;BU-642;DE CILLERUELO DE BEZANA (N-623) A LÍMITE DE C.A. DE CANTABRIA;10.0;0.0;10.0;7.3;BU-4515
BU;P;BU-733;DE MIRANDA DE EBRO A LÍMITE DE C.A. DE LA RIOJA;5.7;0.0;5.7;8.0;BU-4880
BU;P;BU-740;DE MIRANDA DE EBRO A LÍMITE DE C.A. DEL PAÍS VASCO;4.0;0.0;4.0;9.9;BU-1550
BU;P;BU-750;DE VENTAS DE ARMENTIA (CL-127) A LÍMITE DE C.A. DEL PAÍS VASCO;7.29;6.78;14.07;8.0;BU-4925
BU;P;BU-800;DE ACCESO A LA CARTUJA DE MIRAFLORES A CARDEÑAJIMENO;3.5;0.0;3.5;7.4;BU-4580
BU;P;BU-800;DE CARDEÑADIJO A BURGOS (N-I) (ROTONDA DE SAN AGUSTÍN);5.3;12.8;18.1;7.3;BU-4785
BU;P;BU-811;DE BELORADO (N-120) A PRADOLUENGO (BU-813);11.45;0.0;11.45;8.2;BU-4595
BU;P;BU-825;DE SALAS DE LOS INFANTES (N-234) A BU-820;17.3;0.0;17.3;5.5;BU-4710
BU;P;BU-825;DE BU-820 A LÍMITE DE C.A. DE LA RIOJA;11.0;17.3;28.3;5.0;BU-4890
BU;P;BU-901;DE COVARRUBIAS A BU-900;11.14;11.2;22.34;7.1;BU-4635
BU;P;BU-925;DE ARANDA DE DUERO (BU-950) A QUEMADA (BU-912);7.06;2.24;9.3;8.0;BU-4030
BU;P;BU-925;DE BU-934 A HUERTA DE REY (BU-921);21.65;19.35;41.0;8.0;BU-4050
BU;P;BU-925;DE HUERTA DE REY (BU-921) A LA GALLEGA (N-234);11.8;41.0;52.8;7.0;BU-4795
BU;P;BU-945;DE FUENTELCÉSPED A LÍMITE DE PROVINCIA DE SEGOVIA;6.17;6.43;12.6;8.0;SG-4090
BU;P;BU-950;DE N- I A BU-925;3.52;0.0;3.52;8.5;BU-4980
BU;L;BU-121;DE BERLANGAS DE ROA (BU-120) A N-122;7.3;0.0;7.3;5.1;BU-4950
BU;L;BU-131;DE MAMBRILLA DE CASTREJÓN (BU-134) A NAVA DE ROA (N-122);7.0;0.0;7.0;5.1;BU-4810
BU;L;BU-211;DE NAVA DE ROA (N-122) A LÍMITE DE PROVINCIA DE SEGOVIA;3.3;0.0;3.3;5.0;VA-4500
BU;L;BU-403;DE CASTRILLO MOTA DE JUDÍOS (BU-400) A LÍMITE DE PROVINCIA DE PALENCIA;7.15;0.0;7.15;5.1;BU-4870
BU;L;BU-553;DE SAN PANTALEÓN DE LOSA (BU-550) A LÍMITE DE C.A. DEL PAÍS VASCO;5.2;0.0;5.2;5.0;BU-4945
BU;L;BU-562;DE VILLACOMPARADA DE RUEDA (CL-629) A QUINTANILLA DEL REBOLLAR;15.6;0.0;15.6;4.9;BU-4765
BU;L;BU-570;DE ESPINOSA DE LOS MONTEROS (BU-526) A SALCEDILLO (BU-572);7.83;0.0;7.83;5.6;BU-4735
BU;L;BU-574;DE N-623 A LÍMITE DE C.A. DE CANTABRIA;2.23;0.0;2.23;5.7;BU-4875
BU;L;BU-574;DE LÍMITE DE C.A. DE CANTABRIA A LÍMITE DE C.A. DE CANTABRIA;2.0;9.03;11.03;4.6;BU-4875
BU;L;BU-611;DE N-623 A LÍMITE DE C.A. DE CANTABRIA;1.2;0.0;1.2;4.8;BU-4875
BU;L;BU-640;DE N-120 A VILLADIEGO (BU-627);15.2;0.0;15.2;5.3;BU-4510
BU;L;BU-702;DE N-I A VILLAESCUSA LA SOMBRÍA (BU-701);6.3;0.0;6.3;4.4;BU-4780
BU;L;BU-703;DE CASTIL DE PEONES (N-I, VIA DE SERVICIO) A VILLAFRANCA MONTES DE OCA (N-120);12.7;0.0;12.7;5.6;BU-4745
BU;L;BU-730;DE ORÓN (N-I) A LÍMITE DE C.A. DE LA RIOJA;7.28;0.55;7.83;4.75;BU-4930
BU;L;BU-822;DE QUINTANAR DE LA SIERRA (CL-117) A L.C.A. DE LA RIOJA;17.4;0.0;17.4;5.4;BU-4610
BU;L;BU-905;DE COVARRUBIAS (BU-901) A HORTIGÜELA (N-234);13.2;0.0;13.2;5.1;BU-4020
BU;L;BU-920;DE GUMIEL DE IZÁN (N-I) A CALERUEGA (BU-910);19.65;0.0;19.65;5.2;BU-4675
BU;L;BU-921;DE BU-910 A HUERTA DEL REY (BU-925);12.3;0.0;12.3;5.5;BU-4680
BU;L;BU-922;DE CALERUEGA (BU-925) A BU-910 POR PEÑALBA DE CASTRO;13.55;0.0;13.55;6.0;BU-4990
BU;L;BU-932;DE N-I A SANTA CRUZ DE LA SALCEDA (BU-930);8.8;0.0;8.8;5.0;BU-4845
BU;L;BU-934;DE BRAZACORTA A LÍMITE DE PROVINCIA DE SORIA;0.5;10.0;10.5;5.3;SO-4275
LE;B;CL-621;DE MATANZA DE LOS OTEROS A VALENCIA DE DON JUAN (LE-512);12.72;11.8;24.52;10.0;LE-3040
LE;B;CL-621;DE LE-411 A SANTA MARÍA DEL PÁRAMO (CL-625);12.69;32.11;44.8;8.0;LE-3055
LE;B;CL-621;DE SANTA MARÍA DEL PÁRAMO (CL-625) A HOSPITAL DE ÓRBIGO (N-120);14.89;46.36;61.25;8.0;LE-1060
LE;B;CL-622;DE SANTA MARÍA DEL PÁRAMO (CL-625) A SANTA MARÍA DEL PÁRAMO (CL-625). TRAVESÍA DE SANTA MARÍA DEL PÁRAMO;1.66;26.75;28.41;9.0;
LE;B;CL-622;DE SANTA MARÍA DEL PÁRAMO (CL-625) A LA BAÑEZA (LE-420);13.432;28.41;41.842;9.0;LE-3075
LE;B;CL-624;DE PUENTE DE VILLARENTE (N-601) A DEVESA;19.0;0.0;19.0;9.0;LE-3670
LE;B;CL-624;DE DEVESA A BOÑAR;18.4;19.0;37.4;9.0;LE-3555
LE;B;CL-626;DE CL-631 A RIOSCURO (LE-493);5.05;9.05;14.1;10.0;LE-1205
LE;B;CL-626;DE LE-473 A  LA MAGDALENA (LE-420);23.62;56.28;79.9;6.9;LE-3115
LE;B;CL-626;VARIANTE DE CISTIERNA;3.82;142.4;146.22;9.0;LE-3025
LE;B;CL-626;DE PUENTE ALMUHEY (LE-232) A LE-234;1.3;161.6;162.9;8.6;LE-3150
LE;B;CL-631;DE PONFERRADA (N-VI) A A-6;1.05;0.0;1.05;7.7;
LE;B;CL-631;DE PONFERRADA (A-6) A CUBILLOS DEL SIL;4.74;1.05;5.79;7.7;LE-3185
LE;B;CL-631;DE FIN DE AUTOVÍA A LE-463 A PÁRAMO DE SIL (LE-711);17.145;18.18;35.33;10.85;LE-0190
LE;B;CL-635;DE BURON (N-625) A LÍMITE DE C.A. DE ASTURIAS;21.71;0.0;21.71;8.0;LE-3225
LE;P;LE-110;DE LE-125 A CASTROCALBÓN;10.0;0.0;10.0;8.3;LE-4230
LE;P;LE-215;BOCA DE HUÉRGANO (N-621) - BESANDE (LE-233);13.43;0.0;13.43;7.0;LE-4750
LE;P;LE-215;DE BESANDE (LE-233) A LÍMITE DE PROVINCIA DE PALENCIA;4.57;13.43;18.0;7.0;PA-4140
LE;P;LE-232;DE CEA A ALMANZA (LE-231);22.38;10.27;32.65;8.0;LE-4015
LE;P;LE-311;DE LEÓN (LE-20) A SAN FELIZ DEL TORÍO;7.7;0.0;7.7;7.9;LE-4315
LE;P;LE-331;DE BOÑAR (CL-626) A PUEBLA DE LILLO (LE-333);26.8;0.0;26.8;8.0;LE-1340
LE;P;LE-331;DE PUEBLA DE LILLO (LE-333) A LÍMITE DE C.A. DE ASTURIAS;14.8;26.8;41.6;7.4;LE-4355
LE;P;LE-441;DE MONTEJOS A VILLANUEVA DE CARRIZO  (LE-420);11.55;10.37;21.92;8.0;LE-4405
LE;P;LE-451;DE LE-460 A RIELLO  (LE-493);7.98;41.42;49.4;6.8;LE-4430
LE;P;LE-460;DE TREMOR DE ARRIBA A LE-451;26.54;20.0;46.54;7.1;LE-4650
LE;P;LE-460;DE LE-451 A RIOSECO DE TAPIA;12.09;46.54;58.63;7.1;LE-4760
LE;P;LE-460;DE RIOSECO DE TAPIA A  CL-623;6.97;58.63;65.6;8.3;LE-4645
LE;P;LE-463;DE SAN ROMÁN (N-VI) A TORENO (CL-631);13.42;0.0;13.42;8.5;LE-4440
LE;P;LE-473;DE N-630 (POLA DE GORDÓN)  A CL-626 (PANTANO DE LUNA);23.25;0.0;23.25;6.2;LE-4445
LE;P;LE-481;DE CL-626 (PUENTE ORUGO) A LÍMITE DE C.A. DE ASTURIAS;15.9;0.0;15.9;7.0;LE-4455
LE;P;LE-493;DE LA MAGDALENA (CL-626) A VEGARIENZA;23.2;0.0;23.2;8.0;LE-4460
LE;P;LE-493;DE VEGARIENZA A RIOSCURO (CL-626);30.74;23.2;53.94;7.0;LE-4460
LE;P;LE-495;DE PIEDRAFITA DE BABIA (CL-626) A  LÍMITE DE C.A. DE ASTURIAS;9.82;0.0;9.82;7.1;LE-4220
LE;P;LE-512;DE PALANQUINOS (A-231) A VALENCIA DE DON JUAN (CL-621);18.5;9.0;27.5;8.05;LE-4720
LE;P;LE-713;DE FUENTES NUEVAS (N-VI) A CAMPONARAYA (A-6);4.2;0.0;4.2;11.9;LE-1575
LE;L;LE-N-006;TRAVESÍA ANTIGUA N-VI DE CEBRONES DEL RÍO;1.4;294.8;296.2;6.5;
LE;L;LE-106;DE  N-VI A BEMBIBRE (A-6);13.415;0.0;13.415;7.7;LE-4565
LE;L;LE-111;DE NOGAREJAS (LE-125) A LÍMITE DE PROVINCIA DE ZAMORA;4.0;0.0;4.0;6.0;ZA-4185
ZA;L;LE-114;TRAMO DE LE-114 EN LA PROVINCIA DE ZAMORA;1.8;25.4;27.2;7.0;LE-4240
LE;L;LE-114;DE LÍMITE DE PROVINCIA DE ZAMORA A SAN ADRIÁN DEL VALLE (N-VI);1.0;27.2;28.2;7.0;LE-4240
LE;L;LE-133;DE ASTORGA (N-VI) A DESTRIANA;16.8;0.0;16.8;7.0;LE-4245
LE;L;LE-142;DE FONCEBADÓN A MOLINASECA;21.6;27.5;49.1;5.0;LE-4600
LE;L;LE-142;DE MOLINASECA A PONFERRADA;5.8;49.1;54.9;8.75;LE-4260
LE;L;LE-164;DE SILVAN A LA BAÑA (LE-126);11.805;31.135;42.94;6.0;LE-4730
LE;L;LE-211;DE ALMANZA (LE-232) A VALLE DE LAS CASAS (CL-626);13.385;0.0;13.385;7.1;LE-4020
LE;L;LE-213;DE  PUENTE VILLARENTE (N-601) A GRADEFES (N-625);23.4;0.0;23.4;5.8;LE-4280
LE;L;LE-234;DE PUENTE ALMUHEY (CL-626) A Pk 22,9;22.9;0.0;22.9;6.5;LE-4290
LE;L;LE-234;DE pk 22,9 - LE-215;6.3;22.9;29.2;5.0;LE-4290
LE;L;LE-315;DE ROBLES DE LA VALCUEVA (CL-626) A CARMENES (LE-312);16.8;0.0;16.8;6.45;LE-4325
LE;L;LE-412;DE CAZANUECOS (LE-411) A CEBRONES (N-VI);11.3;9.8;21.1;5.9;LE-4755
LE;L;LE-413;DE VILLANUEVA DE CARRIZO (LE-441) A VILLADANGOS (N-120);7.7;0.0;7.7;6.2;LE-4745
LE;L;LE-413;DE SANTA MARÍA DEL PÁRAMO (CL-625) A VALCABADO DEL PÁRAMO (N-VI);16.77;28.14;44.91;6.0;LE-4590
LE;L;LE-443;DE VILLADANGOS (LE-413) A BENAVIDES DE ÓRBIGO (LE-420);10.5;0.0;10.5;8.0;LE-4740
LE;L;LE-482;DE SAN EMILIANO (LE-481) A PINOS;2.3;0.0;2.3;6.0;LE-4220
LE;L;LE-524;DE VILLAQUEJIDA (N-630) A VALDERAS (LE-512);15.9;0.0;15.9;5.6;LE-4475
LE;L;LE-542;DE VALDERAS (LE-512) A LÍMITE DE PROVINCIA DE VALLADOLID POR GORDONCILLO;8.0;0.0;8.0;5.75;VA-4530
P;B;CL-612;DE TORREMORMOJÓN (P-921) A  P-901 (VILLERÍAS DE CAMPOS);6.21;12.34;18.55;6.2;PA-1030
P;B;CL-613;DE PALENCIA (CL-615) A GRIJOTA (P-954);1.87;0.0;1.87;8.1;PA-3040
P;B;CL-613;DE GRIJOTA (P-954) A BECERRIL DE CAMPOS (P-953);9.0;1.87;10.87;8.1;PA-1050
P;B;CL-613;DE  PAREDES DE NAVA A  CISNER0S  (P-970);14.43;18.97;33.4;8.1;PA-3060
P;B;CL-613;DE CISNER0S  (P-970)  A VILLADA  (P-905);9.04;33.4;42.44;8.1;PA-3065
P;B;CL-613;DE VILLADA  (P-905)   A LÍMITE DE PROVINCIA DE LEÓN;5.74;42.44;48.18;8.1;LE-3005
P;B;CL-615;DE LA VENTA (P-990) A VILLALDAVÍN (P-960);5.38;10.0;15.38;10.3;PA-3085
P;B;CL-615;DE FRESNO DEL RÍO (PP-2298) A ROTONDA (CL-615, SC-P-15);10.325;79.83;90.155;10.0;PA-3130
P;B;CL-626;DE SANTIBAÑEZ DE LA PEÑA (P-214) A CANTORAL DE LA PEÑA (P-225);18.25;185.95;204.2;8.0;PA-1230
P;B;CL-626;DE P-225  (CANTORAL DE LA PEÑA)  A P-227;5.1;204.2;209.3;8.1;PA-3200
P;B;CL-626;DE CERVERA DE PISUERGA (CL-627) A P-213 (SALINAS DE PISUERGA);11.8;213.3;225.1;8.0;PA-3355
P;P;P-130;DE BALTANÁS (CL-619) A TORQUEMADA;12.612;0.0;12.612;7.0;PA-4315
P;P;P-215;DE VELILLA DE RÍO CARRIÓN (P-210) A LÍMITE DE PROVINCIA DE LEÓN;5.49;3.339;8.829;7.0;PA-4140
P;P;P-225;DE CANTORAL DE LA PEÑA (CL-626) A SANTANA (P-214);11.57;0.0;11.57;7.2;PA-4695
P;P;P-225;DE SANTANA (P-214)  A LA PUEBLA DE VALDAVIA (P-223);9.23;11.57;20.8;7.2;PA-4210
P;P;P-227;DE CL-626 A OLMOS DE OJEDA (P-222);18.84;0.0;18.84;7.0;PA-4260
P;P;P-431;DE FRÓMISTA (N-611 a) A FRÓMISTA (P-430);0.955;0.0;0.955;7.0;PA-4480
P;P;P-431;DE FRÓMISTA (P-430) A P-403;2.565;0.955;3.5;8.0;PA-4480
P;P;P-901;DE PALENCIA A PP-9020;5.5;0.0;5.5;9.75;PA-4510
P;P;P-901;DE PP-9020 A AMPUDIA (P-904);18.75;5.5;24.25;7.0;PA-4515
P;P;P-905;DE VILLADA (CL-613) A P-934 (BOADILLA DE RIOSECO);8.0;13.27;21.27;8.0;PA-4015
P;P;P-905;DE P-934 (BOADILLA DE RIOSECO) A LÍMITE DE PROVINCIA DE VALLADOLID;5.45;21.27;26.72;8.0;VA-4135
P;P;P-972;DE SAN ROMÁN DE LA CUBA (P-970) A N-120 (CERVATOS DE LA CUEZA);6.73;8.52;15.25;5.3;PA-4630
P;P;P-980;DE VILLALCÁZAR DE SIRGA (P-981) A FRÓMISTA (N-611a);13.08;5.59;18.67;8.0;PA-4655
P;L;P-101;DE P-110 A CUBILLAS DE CERRATO;10.1;0.0;10.1;4.3;PA-4780
P;L;P-102;DE DUEÑAS (N-620) A P-110;1.975;0.0;1.975;7.1;PA-4280
P;L;P-110;DE P-102 A CEVICO DE LA TORRE (P-131);10.1;0.0;10.1;5.5;PA-4300
P;L;P-110;DE HÉRMEDES DEL CERRATO (P-114) A LÍMITE DE PROVINCIA DE VALLADOLID;4.57;31.62;36.19;4.8;PA-4290
P;L;P-113;DE CASTRILLO DE DON JUAN (P-410) A CL-619;7.107;0.0;7.107;5.0;PA-4730
P;L;P-121;DE PK 9,6 A VALLE DE CERRATO (P-131);4.87;9.6;14.47;4.3;PA-4305
P;L;P-123;DE CALABAZANOS (A-67) A VENTA DE BAÑOS;1.5;0.0;1.5;7.0;PA-4740
P;L;P-131;DE CEVICO DE LA TORRE (P-110) A VALLE DE CERRATO (P-121);6.275;0.0;6.275;5.0;PA-4305
P;L;P-141;DE ANTIGÜEDAD A ESPINOSA DE CERRATO;14.96;11.35;26.31;5.0;PA-4325
P;L;P-210;DE CERVERA DE PISUERGA (CL-627) A P-211;2.67;0.0;2.67;6.4;PA-4340
P;L;P-210;DE CARDAÑO DE ABAJO (P-217) A VELILLA DE RÍO CARRIÓN (P-215);21.95;33.35;55.3;6.8;PA-4340
P;L;P-214;DE  P-225 A SANTIBAÑEZ DE LA PEÑA (CL-626);10.25;0.0;10.25;7.0;PA-4365
P;L;P-223;DE LA PUEBLA DE VALDAVIA ( P-225) A PRÁDANOS DE OJEDA (P-222);24.5;0.0;24.5;5.2;PA-4380
P;L;P-233;DE SOTOBAÑADO (P-230) A BASCONES DE OJEDA (P-223);11.15;0.0;11.15;5.75;PA-4765
P;L;P-240;DE VILLASARRACINO (P-236) A BAHILLO (P-242);7.193;0.0;7.193;5.3;PA-4410
P;L;P-240;DE BAHILLO (P-242) A SALDAÑA (CL-615);16.807;7.193;24.0;5.3;PA-4415
