PR;RED;CARRETERA;TRAMO;LONGITUD;pk i;pk f;"ANCHURA
P;L;P-242;DE SAN MAMÉS DE CAMPOS (N-120) A BAHÍLLO (P-240);9.851;0.0;9.851;5.2;PA-4425
P;L;P-281;DE CL-627 A L.C.A. DE CANTABRIA (T.M. LA PERNIA);0.639;0.0;0.639;5.7;PA-4345
P;L;P-430;DE FRÓMISTA (P-431) A P-405;19.62;0.0;19.62;4.7;PA-4470
P;L;P-912;DE P-922 A LÍMITE DE PROVINCIA DE VALLADOLID;7.637;0.0;7.637;7.2;VA-4400
P;L;P-913;DE VILLARRAMIEL (P-922) A BELMONTE DE CAMPOS;13.0;0.0;13.0;5.3;PA-4540
P;L;P-921;DE TORREMORMOJÓN (CL-612) A AMPUDIA (P-901);4.368;0.0;4.368;5.1;PA-4520
P;L;P-924;DE PAREDES DE NAVA (CL-613) A  LÍMITE DE PROVINCIA DE VALLADOLID;19.78;0.0;19.78;5.0;PA-4590
P;L;P-931;DE VILLADA (P-931) A LÍMITE DE PROVINCIA DE VALLADOLID;4.433;0.0;4.433;7.3;VA-4420
P;L;P-941;DE CASTROMOCHO (N-610) A P-953;5.298;0.0;5.298;5.0;PA-4555
P;L;P-983;DE AMUSCO (N-611) A VILLOLDO (CL-615a);13.93;0.0;13.93;5.1;PA-4670
P;L;P-991;DE MONZÓN DE CAMPOS (N-611) A  CL-615;6.133;0.0;6.133;5.5;PA-4685
SA;B;CL-510;DE ANAYA DE ALBA A LÍMITE DE PROVINCIA DE ÁVILA;15.815;28.61;44.425;8.0;SA-3390
SA;B;CL-512;DE SALAMANCA (SA-20) A ALDEATEJADA;3.6;1.8;5.4;10.2;SA-3030
SA;B;CL-512;DE ALDEATEJADA A VECINOS (SA-211);21.48;5.4;26.88;10.2;SA-3400
SA;B;CL-517;DE SALAMANCA (A-62) A DOÑINOS DE SALAMANCA;3.0;0.0;3.0;8.75;SA-3090
SA;B;CL-517;DE DSA-520 A (SA-305);23.2;6.35;29.55;8.65;SA-3430
SA;B;CL-526;DE CIUDAD RODRIGO A DSA-360;13.74;0.0;13.74;9.0;SA-1150
SA;B;CL-526;DE ROBLEDA A LÍMITE DE C.A. DE EXTREMADURA;17.27;25.94;43.21;8.0;SA-3490
SA;P;SA-102;DE SORIHUELA (N-630) A PUENTE DEL CONGOSTO;16.0;0.0;16.0;8.0;SA-4200
SA;P;SA-105;DE SA-113 (MACOTERA) A LÍMITE DE PROVINCIA DE ÁVILA;12.895;10.11;23.005;8.0;SA-4190
SA;P;SA-201;DE LA ALBERCA (DSA-260) A LÍMITE DE C.A. DE EXTREMADURA;16.475;20.9;37.375;5.05;SA-4230
SA;P;SA-205;DE LINARES DE RIOFRÍO A SANTIBAÑEZ DE LA SIERRA (SA-220);15.16;22.86;37.52;8.4;SA-4045
SA;P;SA-210;DE VECINOS (SA-205) A TAMAMES;24.755;0.0;24.755;7.5;SA-4245
SA;P;SA-215;DE LA FUENTE DE SAN ESTEBAN (N-620) A TAMAMES (SA-201);19.85;0.0;19.85;8.0;SA-4130
SA;P;SA-215;DE TAMAMES (SA-201) A SA-220;12.57;19.85;32.42;8.1;SA-4125
SA;P;SA-220;DE BÉJAR (N-630) A  CARRETERA DE NAVALMORAL DE BÉJAR;7.985;0.0;7.985;6.9;SA-4060
SA;P;SA-220;DE SA-215 A EL CABACO (SA-201);5.8;49.75;55.55;7.2;SA-4075
SA;P;SA-225;DE SA-220 A LÍMITE DE C.A. DE EXTREMADURA;21.595;0.0;21.595;7.2;SA-4055
SA;P;SA-300;DE SALAMANCA A VILLAMAYOR;4.28;0.0;4.28;8.0;SA-4405
SA;P;SA-305;DE SANDO A CL-517;9.33;23.9;33.23;7.0;SA-4385
SA;P;SA-305;DE CL-517 A LEDESMA (SA-300);8.56;33.23;41.79;5.5;SA-4380
SA;P;SA-315;DE VITIGUDINO (CL-517) A TRABANCA (SA-316);26.07;31.68;57.75;8.0;SA-4140
SA;P;SA-315;DE INICIO PRESA ALMENDRA  A LÍMITE DE PROVINCIA DE ZAMORA;2.697;64.138;66.835;5.8;ZA-4435
SA;P;SA-324;DE CASTILLEJO DE MARTÍN VIEJO A SAN FELICES DE LOS GALLEGOS;21.44;15.0;36.44;7.25;SA-4440
SA;P;SA-810;DE SA-801 A CANTALAPIEDRA (CL-605);12.675;18.47;31.145;8.0;SA-4370
SA;L;SA-104;DE GUIJUELO A CESPEDOSA DE TORMES (DSA-160);7.6;0.0;7.6;6.2;SA-4205
SA;L;SA-113;DE MACOTERA (SA-105) A ANAYA DE ALBA (CL-510);22.675;0.0;22.675;6.0;SA-4210
SA;L;SA-203;DE SA-201 A LA PEÑA DE FRANCIA;12.01;0.0;12.01;6.0;SA-4480
SA;L;SA-211;DE N-620 A VECINOS;14.93;0.0;14.93;7.4;SA-4250
SA;L;SA-213;DE DSA-341 A A-62 POR BOCACARA;6.87;22.63;29.5;4.5;SA-4510
SA;L;SA-214;DE GUIJUELO, A VALDELACASA (DSA-246);10.13;0.0;10.13;6.6;SA-4260
SA;L;SA-306;DE SA-311 A LÍMITE DE PROVINCIA DE ZAMORA;3.34;0.0;3.34;6.4;SA-4155
SA;L;SA-314;DE VITIGUDINO A ALDEADÁVILA DE LA RIBERA;29.4;0.0;29.4;6.9;SA-4290
SA;L;SA-325;DE LA FUENTE DE SAN ESTEBAN (SA-315) A CERRALBO (CL-517);37.282;0.0;37.282;7.1;SA-4450
SA;L;SA-601;DE PEDROSILLO EL RALO (N-620) A SA-605;2.815;0.0;2.815;7.0;SA-4460
SA;L;SA-601;DE LA VELLÉS (SA-605) A N-630;12.51;2.815;15.325;7.0;SA-4330
SA;L;SA-801;DE SA-810 A CL-605;11.625;15.95;27.575;7.0;SA-4345
SG;B;A-601;DE CUELLAR (CL-602) A CUELLAR (SG-205);5.48;50.13;55.61;10.5;SG-0455
SG;B;A-601;DE GOMEZSERRACÍN (SG-333) A NAVALMANZANO (SG-332);10.64;61.5;72.14;10.5;SG-0455
SG;B;A-601;DE TABANERA LA LUENGA (SG-211) A ENCINILLAS (CL-603);13.46;91.44;104.9;10.5;SG-0465
SG;B;CL-601;DE LA GRANJA A LÍMITE DE C.A. DE MADRID;16.83;7.25;24.08;7.9;SG-0005
SG;B;CL-602;DE LÍMITE DE PROVINCIA DE VALLADOLID A CUÉLLAR;15.77;96.23;112.0;10.35;SG-3075
SG;B;CL-603;DE SAN MIGUEL DE BERNUY A CANTALEJO (SG-205);15.6;36.3;51.9;8.5;SG-3115
SG;B;CL-603;DE VILLOVELA DE PIRÓN A A-601 (VALSECA);13.34;78.8;92.14;9.0;SG-3320
SG;B;CL-605;DE CL-607 A GARCILLÁN (SG-313);8.3;2.37;10.67;10.0;SG-3140
SG;B;CL-607;DE A-601 A P.K. 3+540;3.115;0.4;3.515;6.7;SG-3380
SG;B;CL-607;DE P.K. 5+000 A CL-605;2.42;5.08;7.5;6.4;SG-3480
SG;P;SG-135;DE LIMITE PROVINCIA DE SORIA A N-110;3.09;36.89;39.98;7.0;SO-4320
SG;P;SG-205;DE CEREZO DE ABAJO (N-I) A SG-232;18.8;0.0;18.8;8.6;SG-1050
SG;P;SG-223;LÍMITE DE PROVINCIA DE VALLADOLID A CUÉLLAR (A-601);7.72;19.81;27.53;7.6;SG-4185
SG;P;SG-232;DE EL OLMO (SG-234) A SEPÚLVEDA (SG-241);6.36;4.14;10.5;6.95;SG-1205
SG;P;SG-945;DE AYLLÓN (N-110) A MADERUELO;15.49;0.0;15.49;6.3;SG-4090
SG;L;SG-112;DE RIAZA (N-110) A RIOFRÍO DE RIAZA;5.42;0.0;5.42;6.4;SG-4360
SG;L;SG-114;DE SG-112 A CENTRO INVERNAL DE LA PINILLA;5.6;0.0;5.6;6.1;SG-4470
SG;L;SG-203;DE SG-223 A LÍMITE DE PROVINCIA DE VALLADOLID;5.3;0.0;5.3;6.3;VA-4265
SG;L;SG-211;DE AGUILAFUENTE (SG-222) A HONTALBILLA (SG-205);14.56;17.7;32.26;6.5;SG-4170
SG;L;SG-241;DE SACRAMENIA A LAGUNA DE CONTRERAS (SG-P-2131);6.13;32.8;38.93;6.8;SG-4520
SG;L;SG-322;DE MUÑOPEDRO A LÍMITE DE PROVINCIA DE ÁVILA;7.75;20.4;28.15;5.2;SG-4245
SG;L;SG-344;DE SG-333 A REMONDO;0.823;0.0;0.823;6.2;SG-4510
SG;L;SG-351;DE SANTIUSTE DE SAN JUAN BAUTISTA A N-601;8.0;0.0;8.0;5.9;SG-4285
SG;L;SG-500;DE N-VI A P.K. 4+700 (POL.INDUSTRIAL DEL ESPINAR);4.7;0.0;5.0;8.1;SG-4410
SG;L;SG-724;DE CARRETERA A PALACIO DE RIOFRÍO A N-110;5.28;4.32;9.6;7.1;SG-4420
SG;L;SG-911;DE N-I A N-110;8.2;0.0;8.2;7.1;SG-4315
SO;B;CL-101;DE ÁGREDA (N-122) A ÓLVEGA;8.32;0.33;8.65;10.0;SO-0040
SO;B;CL-101;DE ÓLVEGA A N-234;24.87;8.65;33.52;12.0;SO-3035
SO;B;CL-101;DE N-234 A GÓMARA (SO-340);9.23;33.52;42.75;12.0;SO-3315
SO;B;CL-101;DE VILLASAYAS A BARAHONA (SO-132);8.73;90.73;99.46;8.0;SO-3360
SO;B;CL-116;DE EL BURGO DE OSMA (N-122)  A HORTEZUELA (SO-152);18.75;0.0;18.75;9.0;SO-1095
SO;B;CL-116;DE HORTEZUELA (SO-152) A SO-100;2.48;18.75;21.23;8.0;SO-1095
SO;B;CL-116;DE SO-100 A ALMAZÁN (A-15);27.77;21.23;49.0;9.0;SO-1085
SO;B;CL-116;DE MONTEAGUDO DE LAS VICARÍAS (SO-340) A LÍMITE DE C.A. DE ARAGÓN;3.28;84.07;87.35;8.0;SO-1075
SO;P;SO-100;DE QUINTANA REDONDA (SO-115) A FUENTEPINILLA (SO-110);15.68;17.04;32.72;7.0;SO-4105
SO;P;SO-132;DE MEDINACELI (N-IIa)  A BARAHONA (CL-101);28.4;0.0;28.4;5.65;SO-4135
SO;P;SO-132;DE LA RIBA DE ESCALOTE (SO-152) A  SO-160;17.0;45.13;62.13;7.4;SO-4305
SO;P;SO-135;DE SO-160(RETORTILLO DE SORIA) A MONTEJO DE TIERMES;20.58;0.0;20.58;7.05;SO-4310
SO;P;SO-135;DE MONTEJO DE TIERMES A LÍMITE DE PROVINCIA DE SEGOVIA;16.32;20.58;36.9;7.2;SO-4320
SO;P;SO-160;DE EL BURGO DE OSMA (N-122) AL PUENTE PORTUGUÍ;2.68;0.0;2.68;7.1;SO-4145
SO;P;SO-160;DE RECUERDA A RETORTILLO DE SORIA;20.617;16.943;37.56;7.2;SO-4155
SO;P;SO-340;DE ALMENAR DE SORIA (N-234)  A GÓMARA (CL-101);7.463;0.0;7.463;7.2;SO-4030
SO;P;SO-820;DE SO-810 A VINUESA (SO-830);5.32;28.58;33.9;8.0;SO-4220
SO;P;SO-830;DE VINUESA (SO-820) AL PUERTO DE SANTA INÉS;17.02;0.0;17.02;7.0;SO-4230
SO;P;SO-830;DEL PUERTO DE SANTA INÉS A LÍMITE DE C.A. DE LA RIOJA;14.46;17.02;31.48;6.6;SO-4345
SO;P;SO-920;DE EL B.DE OSMA (N-122) A VALDEMALUQUE;10.01;0.0;10.01;7.0;SO-1265
SO;P;SO-920;"DE CAÑON DEL"" RIO LOBOS"" A ""MIRADOR DE LA GALIANA""";3.0;17.22;20.22;4.0;SO-4270
SO;L;SO-154;DE BARCONES (SO-152) A LÍMITE DE C.A. DE CASTILLA LA MANCHA;4.252;0.0;4.252;4.0;SO-4140
SO;L;SO-382;DE AGREDA (N-122) A LÍMITE DE C.A. DE ARAGÓN;13.64;0.0;13.64;6.5;SO-4330
SO;L;SO-411;DE MEDINACELLI (N-IIa) A LÍMITE DE C.A. DE CASTILLA LA MANCHA;18.38;0.0;18.38;5.1;SO-4185
SO;L;SO-630;DE SAN PEDRO MANRIQUE (SO-650) A MAGAÑA;19.3;11.24;30.54;4.0;SO-4195
VA;B;A-601;DE VALLADOLID (VA-30) A CL-600;8.36;4.42;12.78;11.0;VA-3020
VA;B;A-601;DE CL-600 A ALDEAMAYOR (VA-200);4.805;12.78;17.585;11.0;VA-0600
VA;B;A-601;DE SANTIAGO DEL ARROYO (VP-2003) A LÍMITE DE PROVINCIA DE SEGOVIA;14.12;30.105;44.225;11.0;SG-0450
VA;B;CL-600;DE VA-200 A TUDELA DE DUERO (N-122);3.75;24.25;28.0;10.25;VA-3255
VA;B;CL-602;DE LÍMITE DE PROVINCIA DE ZAMORA A CASTRONUÑO (VA-610);9.32;10.27;19.59;8.15;VA-3055
VA;B;CL-602;DE CASTRONUÑO (VA-610) A ALAEJOS (N-620);10.405;19.59;29.995;9.15;VA-1050
VA;B;CL-602;DE ALAEJOS (N-620) A NAVA DEL REY (VA-800);10.69;29.995;40.685;10.15;VA-3045
VA;B;CL-602;DE MEDINA DEL CAMPO A OLMEDO;20.74;56.485;77.225;10.45;VA-3035
VA;B;CL-602;DE OLMEDO A ÍSCAR;13.41;77.225;90.635;8.9;VA-0030
VA;B;CL-602;DE ÍSCAR A VA-333;5.175;90.635;95.81;10.0;VA-3025
VA;B;CL-602;DE VA-333 A LÍMITE DE PROVINCIA DE SEGOVIA;0.42;95.81;96.23;10.0;
VA;B;CL-610;DE PUENTEDUERO (CL-600) A SERRADA (VA-405);15.8;10.0;25.8;9.7;VA-3495
VA;B;CL-610;DE SERRADA (VA-405) A MEDINA DEL CAMPO;17.73;25.8;43.53;9.9;VA-1085
VA;B;CL-610;DE MEDINA DEL CAMPO A FUENTE EL SOL (VA-801);14.5;45.6;60.1;8.9;VA-3090
VA;B;CL-612;DE LÍMITE DE PROVINCIA DE PALENCIA A VA-912;2.47;21.4;23.87;8.0;VA-3145
VA;B;CL-612;DE VA-912 A N-601;12.33;23.87;36.2;8.0;VA-3145
VA;B;CL-612;DE VILLAFRECHÓS (VA-524) A LÍMITE DE PROVINCIA DE ZAMORA;8.035;53.47;61.505;8.2;VA-3150
VA;B;CL-621;DE MAYORGA DE CAMPOS (N-601) A LÍMITE DE PROVINCIA DE LEÓN;8.3;0.0;8.3;10.1;VA-3160
VA;P;VA-103;DE LÍMITE DE PROVINCIA DE PALENCIA A ESGUEVILLAS DE ESGUEVA (VA-140);5.2;15.9;21.1;8.0;PA-4690
VA;P;VA-113;DE VA-30 A VP-3003 (CARRETERA A SAN MARTIN DE VALVENI);3.42;7.35;10.77;8.15;VA-4220
VA;P;VA-113;DE VP-3003 (CARRETERA DE SAN MARTÍN DE VALVENI) A CABEZÓN DE PISUERGA;1.23;10.77;12.0;8.15;
VA;P;VA-140;DE VA-20 A VA-30;1.99;2.06;4.05;8.0;
VA;P;VA-140;DE OLMOS DE ESGUEVA A VA-103;14.61;17.74;32.35;7.0;VA-4170
VA;P;VA-140;DE VA-103 A VA-110;20.72;32.35;53.07;8.0;VA-4240
VA;P;VA-343;DE N-601 A LÍMITE DE PROVINCIA DE SEGOVIA;2.285;0.0;2.285;8.05;SG-1280
VA;P;VA-405;DE MATAPOZUELOS A OLMEDO;16.43;22.0;38.43;7.5;VA-4470
VA;P;VA-505;DE MEDINA DE RIOSECO A VILLABRÁGIMA (VA-511);8.66;0.0;8.66;7.0;VA-4075
VA;P;VA-505;DE VA-524 A VILLARDEFRADES (A-6);13.1;11.975;25.075;7.0;VA-4065
VA;P;VA-514;DE WAMBA A TORRELOBATÓN (VA-515);12.2;12.0;24.2;8.2;VA-4580
VA;P;VA-602;DE N-620 A LÍMITE DE PROVINCIA DE ZAMORA;6.315;0.0;6.315;6.0;VA-4365
VA;P;VA-705;DE VILLARDEFRADES A LÍMITE DE PROVINCIA DE ZAMORA;15.1;0.0;15.1;6.0;VA-1060
VA;P;VA-801;DE FUENTE EL SOL (CL-610) A  CASTREJÓN (VA-800);22.11;10.415;32.525;7.0;VA-4370
VA;P;VA-905;DE VILLALÓN DE CAMPOS (N-610) A LÍMITE DE PROVINCIA DE PALENCIA;7.1;21.4;28.5;8.2;VA-4135
VA;L;VA-101;DE VILLAFUERTE A ESGUEVILLAS DE ESGUEVA (VA-140);3.38;6.53;30.07;8.0;VA-4185
VA;L;VA-102;DE VALORIA LA BUENA (VA-103) A LÍMITE DE PROVINCIA DE PALENCIA;3.1;0.0;3.1;7.0;VA-4205
VA;L;VA-110;DE VA-140 A LÍMITE DE PROVINCIA DE PALENCIA;5.5;0.0;5.5;5.5;PA-4290
VA;L;VA-241;DE PEÑAFIEL A LÍMITE DE PROVINCIA DE SEGOVIA;12.3;0.0;12.3;8.0;VA-4295
VA;L;VA-303;DE LA PEDRAJA DE PORTILLO A ARRABAL DE PORTILLO (VA-601);4.17;2.63;6.8;6.5;
VA;L;VA-510;DE LA MUDARRA (N-601) A CASTROMONTE (VA-515);8.2;0.0;8.2;5.8;VA-4570
VA;L;VA-524;DE TORDEHUMOS (VA-505) A VILLAFRECHÓS;11.51;0.0;11.51;6.3;VA-4345
VA;L;VA-601;DE A-601 (PORTILLO NORTE) A A-601 (PORTILLO SUR);3.89;0.0;3.89;7.0;VA-4670
VA;L;VA-610;DE N-620 A CASTRONUÑO;17.61;0.0;17.61;6.5;VA-4360
VA;L;VA-900;DE A-62 (VALLADOLID) A FUENSALDAÑA;2.9;2.6;5.5;9.0;VA-4385
VA;L;VA-900;DE TRIGUEROS DEL VALLE A A-62 (CUBILLAS DE SANTA MARTA);6.875;25.9;32.775;6.0;
VA;L;VA-913;DE MEDINA DE RIOSECO (N-601) A LÍMITE DE PROVINCIA DE PALENCIA;6.925;0.0;6.925;6.5;VA-4405
VA;L;VA-920;DE MEDINA DE RIOSECO (N-601) A N-610;22.4;0.0;22.4;5.8;VA-4415
VA;L;VA-931;DE VA-932 A LÍMITE DE PROVINCIA DE PALENCIA;15.4;9.1;24.5;7.0;VA-4420
ZA;B;CL-527;DE PERERUELA A BERMILLO DE SAYAGO;20.77;15.33;36.1;9.0;ZA-1055
ZA;B;CL-527;DE FERMOSELLE (ZA-316) A LA FRONTERA CON PORTUGAL;8.19;63.91;72.1;8.0;ZA-3570
ZA;B;CL-602;DE ZA-605 A CANAL DE SAN JOSÉ;5.45;2.75;8.2;8.0;ZA-3005
ZA;B;CL-605;DE LÍMITE DE PROVINCIA DE SALAMANCA A CAÑIZAL (N-620a);7.66;109.84;117.5;8.0;ZA-3085
ZA;B;CL-605;DE CASASECA DE LAS CHANAS (ZA-623) A A-66 (ZAMORA);6.95;161.9;168.85;7.0;ZA-3525
ZA;B;CL-612;DE LÍMITE DE PROVINCIA DE VALLADOLID A VILLAMAYOR DE CAMPOS (ZA-504);4.125;61.505;65.63;9.0;VA-3150
ZA;B;CL-612;DE ZA-711 A A-66 (MONFARRACINOS);7.83;109.405;117.235;10.0;ZA-3145
ZA;P;ZA-100;DE CARRETERA A MÓZAR A MORALES DE VALVERDE;8.24;12.2;20.44;7.0;ZA-4545
ZA;P;ZA-100;DE MORALES DE VALVERDE A TÁBARA (N-631);15.19;20.44;35.63;7.0;ZA-4195
ZA;P;ZA-104;DE ZA-103 A RIBADELAGO VIEJO;5.72;10.43;16.15;7.0;ZA-4175
ZA;P;ZA-110;DE SANTIBÁÑEZ DE VIDRIALES A LÍMITE DE PROVINCIA DE LEÓN;8.704;9.036;17.74;7.0;ZA-4540
ZA;P;ZA-305;DE N-630 A SAN MARCIAL;9.11;0.0;9.11;7.0;ZA-4235
SA;P;ZA-305;"DE LÍMITE DE PROVINCIA DE ZAMORA A LÍMITE DE PROVINCIA DE ZAMORA
(tramo de ZA-305 en la provincia de Salamanca)";3.2;30.0;33.2;7.0;ZA-4230
ZA;P;ZA-311;DE BERMILLO DE SAYAGO (CL-527) A ALMEIDA (ZA-320);11.81;13.05;24.86;7.0;ZA-4260
ZA;P;ZA-324;DE RICOBAYO (N-122) A VILLALCAMPO (ZA-V-2211);5.768;0.0;5.768;7.0;ZA-4440
ZA;P;ZA-512;DE VILLANUEVA DEL CAMPO A LÍMITE DE PROVINCIA DE LEÓN;5.11;13.61;18.72;8.0;ZA-4290
ZA;P;ZA-602;DE EL CUBO DE LA TIERRA DEL VINO (N-630) A ZA-611;1.908;0.0;1.908;7.0;ZA-4350
ZA;P;ZA-605;DE TORO (CL-602) A LA BÓVEDA DE TORO (ZA-604);18.03;0.0;18.03;8.0;ZA-4030
ZA;P;ZA-605;DE  LA BÓVEDA DE TORO (ZA-604) A FUENTESAÚCO (cruce variante);12.92;18.03;30.95;8.0;ZA-1025
ZA;L;ZA-101;DE PÍAS (ZA-102) A BARJACOBA;3.414;0.0;3.414;4.0;ZA-4495
ZA;L;ZA-111;DE RIONEGRO DEL PUENTE (N-525) A LÍMITE DE PROVINCIA DE LEÓN;18.99;0.0;18.99;5.0;ZA-4185
ZA;L;ZA-306;DE PUEBLICA DE CAMPEÁN (ZA-320) A ZA-302;15.05;0.0;15.05;6.0;ZA-4075
ZA;L;ZA-306;DE ZA-302 A MORALEJA DE SAYAGO;14.95;15.05;30.0;6.0;ZA-4080
ZA;L;ZA-321;DE N-122 A MORALINA;17.06;0.0;17.06;5.0;ZA-4250
ZA;L;ZA-504;DE CASTROVERDE DE CAMPOS (ZA-524) A LÍMITE DE PROVINCIA DE VALLADOLID;2.41;9.1;11.51;6.0;VA-4355
VA;L;ZA-513;TRAMO DE ZA-513 EN LA PROVINCIA DE VALLADOLID (ROALES DE CAMPOS) HASTA LÍMITE DE PROVINCIA DE LEÓN;2.4;5.853;8.253;6.0;
ZA;L;ZA-610;DE MORALEJA DEL VINO (ZA-623) A VENIALBO (ZA-611);14.394;5.246;19.64;7.0;ZA-4320
ZA;L;ZA-610;DE VENIALBO (ZA-611) A LA BÓVEDA DE TORO (ZA-605);12.23;19.64;31.87;7.0;ZA-4325
ZA;L;ZA-610;DE LA BÓVEDA DE TORO (ZA-605) A LÍMITE DE PROVINCIA DE VALLADOLID;7.077;32.513;39.59;6.2;ZA-4560
ZA;L;ZA-611;DE VENIALBO (ZA-610) A CL-605 (EL PIÑERO);6.667;17.33;24.0;6.0;ZA-4565
ZA;L;ZA-611;DE CL-605 (EL PIÑERO) A ZA-602;13.504;24.0;37.5;6.0;ZA-4455
ZA;L;ZA-633;DE CL-602 A N-122 POR TORO;3.514;0.0;3.514;6.3;ZA-3005
ZA;L;ZA-702;DE N-630 A VILLARRÍN DE CAMPOS (ZA-P-2316);9.212;0.0;9.212;7.0;ZA-4355
ZA;L;ZA-902;DE TÁBARA (N-631) A SAN MARTÍN DE TÁBARA;10.95;0.0;10.95;5.0;ZA-4420
ZA;L;ZA-921;DE PUEBLA DE SANABRIA (ZA-925) A RIHONOR DE CASTILLA, FRONTERA CON PORTUGAL;15.4;0.0;15.4;4.5;ZA-4510
